,station_id,time_of_day,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,time_interval,bike_uptime,dock_uptime,day_of_week,last_updated_hour,altitude,availableBikes,availableDocks,city,id,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusKey,statusValue,testStation,totalDocks
2812,3561,Other,0.0,2980,2980,2980,4580399756410,17651,938,58891,0,25,29800,0.851006711409396,1.0,8481,31900,,4.0,22.0,,3561.0,,2018-10-25 01:15:19 PM,40.7531106,,-73.9279917,,37 Ave & 35 St,,37 Ave & 35 St,1.0,In Service,False,26.0
2813,3561,Peak Weekday Evenings,0.0,240,240,240,368897691406,1426,64,4750,0,0,2400,0.9,1.0,480,4200,,4.0,22.0,,3561.0,,2018-10-25 01:15:19 PM,40.7531106,,-73.9279917,,37 Ave & 35 St,,37 Ave & 35 St,1.0,In Service,False,26.0
2814,3561,Peak Weekday Mornings,0.0,359,359,359,551795109453,1833,100,7401,0,4,3590,0.7799442896935933,1.0,720,2872,,4.0,22.0,,3561.0,,2018-10-25 01:15:19 PM,40.7531106,,-73.9279917,,37 Ave & 35 St,,37 Ave & 35 St,1.0,In Service,False,26.0
2815,3561,Peak Weekends,0.0,720,720,720,1106677878787,5675,165,12880,0,5,7200,0.9069444444444444,1.0,3957,10453,,4.0,22.0,,3561.0,,2018-10-25 01:15:19 PM,40.7531106,,-73.9279917,,37 Ave & 35 St,,37 Ave & 35 St,1.0,In Service,False,26.0
2816,3562,Other,0.0,2980,2980,2980,4580407838665,17876,1518,61066,0,116,29800,0.8208053691275168,0.9963087248322148,8481,31900,,0.0,27.0,,3562.0,,2018-10-25 01:16:05 PM,40.6765198,,-73.9596082,,Classon Ave & St Marks Ave,,Classon Ave & St Marks Ave,1.0,In Service,False,27.0
2817,3562,Peak Weekday Evenings,0.0,240,240,240,368897585066,317,96,6067,0,0,2400,0.45,1.0,480,4200,,0.0,27.0,,3562.0,,2018-10-25 01:16:05 PM,40.6765198,,-73.9596082,,Classon Ave & St Marks Ave,,Classon Ave & St Marks Ave,1.0,In Service,False,27.0
2818,3562,Peak Weekday Mornings,0.0,359,359,359,551796255407,4399,233,5060,1,18,3590,1.0,0.977715877437326,720,2872,,0.0,27.0,,3562.0,,2018-10-25 01:16:05 PM,40.6765198,,-73.9596082,,Classon Ave & St Marks Ave,,Classon Ave & St Marks Ave,1.0,In Service,False,27.0
2819,3562,Peak Weekends,0.0,720,720,720,1106678916474,2323,214,16903,0,30,7200,0.7208333333333333,1.0,3957,10453,,0.0,27.0,,3562.0,,2018-10-25 01:16:05 PM,40.6765198,,-73.9596082,,Classon Ave & St Marks Ave,,Classon Ave & St Marks Ave,1.0,In Service,False,27.0
2820,3563,Other,0.0,2980,2980,2980,4580396703537,5398,488,56694,0,22,29800,0.7026845637583893,1.0,8481,31900,,1.0,19.0,,3563.0,,2018-10-25 01:14:54 PM,40.757186,,-73.932719,,28 St & 36 Ave,,28 St & 36 Ave,1.0,In Service,False,21.0
2821,3563,Peak Weekday Evenings,0.0,240,240,240,368896147141,163,12,4865,0,0,2400,0.3375,1.0,480,4200,,1.0,19.0,,3563.0,,2018-10-25 01:14:54 PM,40.757186,,-73.932719,,28 St & 36 Ave,,28 St & 36 Ave,1.0,In Service,False,21.0
